task,order_A,order_B,video,video_path,split,fill_in,shown_to_annotator
1_severity,251,309,50280_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50280_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,252,150,33725_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33725_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,253,258,48727_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48727_8.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,254,86,37662_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37662_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,255,127,47703_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47703_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,256,470,49133_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49133_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,257,245,36236_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36236_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,258,343,36434_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36434_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,259,427,47942_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47942_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,260,386,47054_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47054_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,261,307,50870_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50870_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,262,274,50816_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50816_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,263,323,37362_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37362_7.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,264,90,49957_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49957_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,265,228,37723_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37723_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,266,443,33594_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33594_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,267,122,47223_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47223_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,268,126,33316_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33316_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,269,399,47535_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47535_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,270,415,48001_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48001_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,271,217,37596_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37596_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,272,464,49857_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49857_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,273,100,36093_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36093_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,274,465,36292_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36292_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,275,355,50343_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50343_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,276,85,37859_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37859_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,277,404,47134_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47134_8.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,278,24,36599_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36599_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,279,434,33793_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33793_6.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,280,15,47750_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47750_4.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,281,400,46081_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46081_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,282,314,47910_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47910_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,283,413,37741_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37741_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,284,414,33245_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33245_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,285,319,37376_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37376_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,286,29,49017_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49017_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,287,376,46082_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46082_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,288,66,49408_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49408_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,289,421,49646_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49646_5.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,290,491,36963_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36963_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,291,80,47931_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47931_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,292,83,49712_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49712_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,293,398,33348_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33348_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,294,293,47869_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47869_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,295,130,46506_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46506_5.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,296,313,46367_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46367_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,297,27,46896_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46896_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,298,165,49161_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49161_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,299,265,33860_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33860_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,300,39,48144_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48144_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,301,152,50242_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50242_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,302,424,49532_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49532_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,303,361,33229_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33229_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,304,207,48143_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48143_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,305,149,37936_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37936_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,306,269,33096_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33096_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,307,287,36915_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36915_5.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,308,440,37278_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37278_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,309,286,47523_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47523_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,310,349,48445_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48445_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,311,41,50471_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50471_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,312,252,46217_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46217_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,313,459,36911_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36911_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,314,308,37478_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37478_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,315,316,32995_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32995_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,316,458,37137_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37137_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,317,215,50278_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50278_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,318,344,33843_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33843_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,319,162,33503_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33503_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,320,137,33555_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33555_5.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,321,235,47544_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47544_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,322,474,50751_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50751_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,323,268,36360_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36360_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,324,120,47940_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47940_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,325,93,47194_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47194_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,326,488,47537_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47537_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,327,38,36351_11,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36351_11.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,328,224,33608_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33608_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,329,56,47459_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47459_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,330,61,48367_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48367_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,331,447,50002_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50002_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,332,208,47534_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47534_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,333,339,49197_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49197_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,334,412,47658_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47658_6.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,335,312,49155_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49155_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,336,441,46571_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46571_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,337,371,46424_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46424_5.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,338,144,36325_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36325_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,339,209,47315_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47315_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,340,267,33966_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33966_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,341,406,50122_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50122_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,342,255,33891_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33891_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,343,134,49618_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49618_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,344,496,37664_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37664_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,345,449,49980_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49980_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,346,201,47559_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47559_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,347,99,48394_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48394_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,348,337,37206_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37206_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,349,345,49947_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49947_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,350,113,46648_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46648_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,351,471,37135_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37135_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,352,146,37756_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37756_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,353,46,47205_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47205_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,354,8,36654_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36654_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,355,448,33663_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33663_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,356,1,50218_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50218_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,357,446,37508_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37508_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,358,384,49921_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49921_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,359,410,33532_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33532_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,360,493,50796_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50796_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,361,439,48375_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48375_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,362,241,50370_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50370_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,363,257,37300_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37300_6.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,364,11,36975_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36975_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,365,74,49833_11,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49833_11.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,366,273,33387_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33387_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,367,189,36614_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36614_10.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,368,45,46655_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46655_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,369,178,46856_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46856_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,370,180,33088_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33088_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,371,283,37701_14,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37701_14.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,372,202,48074_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48074_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,373,47,48593_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48593_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,374,326,36506_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36506_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,375,18,33659_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33659_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
