video,content_hash,split,current_class,current_posture_bit,video_path
36325_1,356209079c2802cdbba7cb9ceb9fdb0f9f6e2494926b1eb72221dcab1be0a1af,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36325_1.mp4
33245_2,8ebede6c5e1a0a62fac5e7379c2105ed2336f6cdffd3cb42e1888b4b7e5d8a64,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33245_2.mp4
32975_6,c3c4c201f8987327cfc78c8d989cf1ae2fb0d05837ad632a9abb4d5553943470,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32975_6.mp4
33406_8,81e15ae26d199a915e575428e67eabcc54ce15f7b48bc89738a9e29c2498a9d0,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33406_8.mp4
33843_1,ac390aa8c897ebab75bcb6af01c2db46dedb003ca1260c7ce6ce59d4aac8987f,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33843_1.mp4
32979_1,92526b4ce849e747aef2dd1ca14029661ce2aa2a563e503de3d97d94e839a5e0,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32979_1.mp4
32996_2,3827f0ff0cc3d5bacad61a36a7541a32c6ae597d44cd5a5d47db4bdbf3975740,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32996_2.mp4
33045_1,2aa0c633cdf243d5b6ec621dd14aa400bfd792165783304b3c5e8ee02b630660,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33045_1.mp4
33805_1,e5db06c86a8b8624d10d0b7d7340ef6c11ec21d4bda9eba23aeae26da790ff70,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33805_1.mp4
37265_1,cd6af0d5245f39c3b7f10aed311c1cd3681efddd4da05e62c5056e2435f6238d,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37265_1.mp4
36129_2,54d887e8040c20b0e775fb30f8f6ac2407c3f39c3b3418482c8fde87985353aa,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36129_2.mp4
38023_1,cee90c61cba5ca5cbbf77d2169f69fcf4774a76dd49d0d82b8d1f5a103ea563e,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38023_1.mp4
33375_5,0b87948caadecac01a17d38096d60c4332c2b6dbc89a0cf39f1c417b33267da2,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33375_5.mp4
37757_3,217ac75b493804288fe2ac29cdd4011b6df75942b949c38a3fb3869044a0bff9,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37757_3.mp4
33860_3,30ed9c2e3c66a1b601b3c0a829698b335b5f66f0df6d6fd43d3088db5ab62cd8,train,depth_fault,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33860_3.mp4
36501_1,a05324b974571ab69fa1b5eba7a97d17128ec3c1b8663c51fcd836431748dee4,train,depth_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36501_1.mp4
50866_1,44dad99d0d7698b936780c485c47176391c0983297104b8d1f18a98959c0192a,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50866_1.mp4
49956_1,84cd445b9da72cf8b7b834eda163d1eef7b784ab3fe8a9b4063da4756c5191b1,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49956_1.mp4
48744_1,40e43d5ee35a49ac7372d2d68e1fd0441331d76ebad0c19efa0a1ebce6af7164,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48744_1.mp4
37861_3,c3d0ac02ff4e4e2eaa30bc793cbffb157e7ce1ffe0d51aeeb0c9c0daefaccd2c,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37861_3.mp4
47483_1,2493c88de0943cfb1c9f4338fc8f0bbe0fea681541ef0055eb2dbdf8c106f86f,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47483_1.mp4
46101_3,4b8283fa8a2ab5ae9f3c40bc8efb3b8718dc14e3b3869bc87a6f08ac06561bc5,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46101_3.mp4
49195_1,eb0e4f4f58e2ab7b09619a0eacae8c45f26212b0e70cb45caf53b89775cfb7eb,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49195_1.mp4
48548_2,4a2ae4ae66f791d5a6e3a08fdda143acff2a4c53b73a4763346ceaa126241398,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48548_2.mp4
49240_14,9811796d2c2a49aa62e1b065b66133219cd7a0c7e4bc7b69df8801f4b853bbef,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49240_14.mp4
48593_4,38631d8478b25d291122f32f6db8805cce77bc21f8a71a9592ce3856e64ef771,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48593_4.mp4
49143_1,8f9b0019836a6225a5f5dc4d87bbe20da96fba76dc35c41254c942ddcc2d3977,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49143_1.mp4
47347_3,c90ab045c095f0169b8f66ec7c2d38e3602bce03c88e60d5205030c47dd44afd,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47347_3.mp4
46243_1,f98fe311604fca49df5703e1912c3a05044029a55500c91b46244364686618f2,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46243_1.mp4
47559_3,9106c5599930ce9eb7afe5a88804a6566eaf5d109b3eb8cc2e92b2f5ad672408,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47559_3.mp4
46125_10,4051bdfabe4ab66ca0e12547c179d535bb3e48ede4be5a07b63fe8290ffa48d0,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46125_10.mp4
50871_2,70e50a7a8b06c499eee0f75803c36f6a3260ab361efe963e9e70bdcd382fc066,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50871_2.mp4
50418_1,a2ec947bc965307f75fa2f363e06075fd79c7cd784f8ae77145689de77f2d1c9,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50418_1.mp4
47827_2,580bf8e5682318a9d80985452743fb27c5997b1d80e649c54f8a9c6bf9cad18a,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47827_2.mp4
46939_1,a2e901b913915344840fbd4cedd677e9ed0372bdf600b7ad4b8239830cd3edfd,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46939_1.mp4
46134_1,380333f83fbbd5b4cf8188c90007236e0edadcc5f565167c69d1cebbbd139526,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46134_1.mp4
47130_1,4c40b2a586dbe53ca334699c6088dc9599702cc43dfbc615f581d1f38123ef20,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47130_1.mp4
47742_2,2da9dc74bbc4804b4a24eb35ce90ebcb7ffb567efd99c6554fc03971ed45b769,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47742_2.mp4
50278_1,2290003f630911f1ed51f2a4fa3ab49e8355c598b3b184821585ec73fa4b07ef,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50278_1.mp4
49211_6,355553c841182c713451dd7719efdd9ab88a3948bdcf52fca98ce9de3ca177c9,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49211_6.mp4
37840_1,511331900d06ae11ec765aec0b111a711f4e514ea19c1c79466cfc31232b4738,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37840_1.mp4
49586_3,95c5d207e7fbf0d5121829d998e709499690cfe3256254630b634a5607e1d13a,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49586_3.mp4
47646_1,2147fa3298e2f4867069b24a4b5ac98246f8ed7409219343226848a25598484a,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47646_1.mp4
50559_2,526fef09d50cc9ae1410f260cc2675247051fee3b0fa682b397a916ddef6b488,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50559_2.mp4
48183_1,be0b578ec5c1eeb909c72f223801266dd5bbe1cad88b36f1d7c91ebfd8951e48,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48183_1.mp4
50041_3,49519bf4c4f0598c710478b9fac5992a06a4f676636ba3e9357f48a4c0d3acc6,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50041_3.mp4
50611_3,7d759d12878d53da018d7ec66b7e0cad445039a729b11f2feedcc297e8575d67,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50611_3.mp4
48410_4,dad29a26f6109568576d0d5a4c3c3a5bb3c91c9f661e9a2480f32b589bf4f777,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48410_4.mp4
46669_2,85fb7d9b8a627e384651c8391e4828fa122a33ba1ca79f67fb09dc057ae3cea9,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46669_2.mp4
50751_1,9d9e90592845f7107a72463eb6a9ef339272cacaab7a8e2659af9a49be38f112,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50751_1.mp4
50624_5,c5bc219da18ade9511b60cebb66bc80b019d46ae857c77f16fb4d199e2c1980b,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50624_5.mp4
47479_6,cf9065cb92d34cc7a201cd9914cfb53224a7fbeddf78353c61836756746476bb,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47479_6.mp4
48253_2,fc95fc808839e6570d7c6253ba13e3c06ade00c04bfbba6c970c45c724059c66,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48253_2.mp4
37941_3,e2068bb00749362a0ff18382ce476926bf0538e151cce7cd52760c54892e49a5,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37941_3.mp4
47960_1,a113da7a8ff621f2c41675bffd38614958fcf79d74b43eaf0c76b76c8314add3,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47960_1.mp4
47186_5,871d10021e09eac52c038a718ad4907f91bdbf8456ec511a23760f36d6f54990,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47186_5.mp4
36819_6,0b98fd389114bc9e831f541b57ad5c67318e06e7a16849d0cbbb0e752109e9b4,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36819_6.mp4
50001_7,23bbc0f5cf376ce4523de591810f74e3242468a9d77720a3e25dcd95607c3acb,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50001_7.mp4
48031_1,f8fb6f59e95463b0021e18340def242e620c6f45ed269c1a1b013e251ae063e9,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48031_1.mp4
50835_1,18a5866d1d7e7f70078ee9b8cc47ee2861e8d6a55ad43e9c35568736496e4e4c,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50835_1.mp4
48367_1,82f7b340b76940ff849511d561d9a11093756292232e1224bc91ab15c0d8791d,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48367_1.mp4
38029_1,44d945176be94e9cf826607376e112c94f8a9bed002abdef76c09b3da2a75772,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38029_1.mp4
49017_2,0c5743ce2c2ff0c8190af8e7036e5b74aba65faa43d1f375a4b70a2c5a2ac730,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49017_2.mp4
49712_1,9ac0387057a89938a018da2393fd1818ed514fc272a8afc1c12b00a58c9db189,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49712_1.mp4
46482_2,6a4e5e24475d2a3adedae86e694f03ba9bf3da1758dd0de0a1302d3a60abaaf4,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46482_2.mp4
46627_3,b01d4576968f11c7550055142ec1ac1a7bdf6e051d7fc03d8f977b70da45e5c0,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46627_3.mp4
50334_12,dedc543130683d8e02460494668b5021d0ee15b7fd3cd67279beb8355adc14cb,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50334_12.mp4
48389_3,ca3d4889f65a028752add3b87c5fe058e23a4b4894b32d9225f62baf3244bd28,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48389_3.mp4
47243_15,d0dc823bb9544d85d536bc96cc68ee75a9c1c19adf8e5f09382146b1342e12ea,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47243_15.mp4
47117_1,811e2547f01cad1e536666f0a84b6cfca9b997b7a00d40abc8917bfeb38adbd4,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47117_1.mp4
46445_1,0e891f4f82997f80b526f6717b16aecee37043a6bf758a37385549f5c98813d0,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46445_1.mp4
46082_4,f775435c0a8f5fb844de95d3ab4b4415184b6f8891610d48c4ea42ef8fea7075,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46082_4.mp4
49864_2,acda4842dea0370ddb270c8c61a5774dca60ddcb88d95b5be67a551d7f305449,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49864_2.mp4
33937_8,c5a525969bf23f183ff602569113e7bc327bd5a2ccdc3ba9028151f580b8b4c8,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33937_8.mp4
50414_1,54773ee50fc30eb07ea98268553bc116bc98fdea9a1f5373314ae78a5525ed9c,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50414_1.mp4
50758_1,fc29ebb040fad489f1287d28fce439761055df99294428b13c12a46000f31f5d,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50758_1.mp4
48713_1,a2f5c0a4ed0ba9977510f264fa1fb146e5403d04032b3f9d34a2f2d93f3c19d4,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48713_1.mp4
49126_3,24c3424f69dee007f3e2c246d7fda2c7aecbc3bb0d4d51a89f09b959057feb47,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49126_3.mp4
46850_1,b63d91f2724e7248af9589f4b1339c57f2b09968aa4221e539161ed54f865c28,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46850_1.mp4
49431_1,f3c54004fadd5e254f9bfda18bc684d4315fe9b01eeacc5702e5c77b6622d8b0,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49431_1.mp4
46651_5,339c23f66d17bb2a67839c8e0ce1cb7637cd64ad6522cf5fd1fad2cf0bd0f59b,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46651_5.mp4
47548_1,04cfa0a5e44cdbfe9922e71a24364fbff96439e42a2d2a3163f1fd66a5909669,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47548_1.mp4
48840_5,6b701055862421d66a0f2e031a7d5f6771a3044a77091691648a05ccba27aeaf,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48840_5.mp4
48233_1,1a5fd424c8c3a216b289f9de6b7f2e8f5e2cec01aa82d3d4952f65e1214dd14a,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48233_1.mp4
50796_3,43f0246dadbaa47cb4e1e90ceb4ab759933214c68cbc0cb518f72bc6ab60e0d6,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50796_3.mp4
47703_2,4e3fdbf42900b9420a0cb0868541c40cb1dbcccd40d6197b40fa210b1d43e173,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47703_2.mp4
33511_1,90a99d3adcfa707c3bcdf2e2c11b93dd8afe409ed18f5e4afbd4ddc0f2c20434,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33511_1.mp4
50870_2,993cd35ce56719d97a642d15ec0b80dbdcb47f44821eace0099b613421937aea,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50870_2.mp4
46923_2,15f6cde17f6692de1aabcab455bf51363c87810f3b7621537eb1b19b1e19c3a3,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46923_2.mp4
46302_3,def9ce2f58302befad462e189cc223b0caeaa1e4ddd5d940207403318e5db34b,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46302_3.mp4
33248_3,c7f0e6d952c960b609a6a2228eb82a41663099c362599c153418b3043fcb9385,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33248_3.mp4
47619_1,a50a311d6f9bd8aaacda9681a0f17e0c56f74ae92222ac3e7cf5e17abb15a97e,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47619_1.mp4
48144_3,e15b03f8509402fae2f9c12cd5005b1056da2cedc3b466686725bde399f1239f,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48144_3.mp4
47869_3,407658f4b013fffd227f4cbf27d0ad6790635e78535de631eb83137c110885fa,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47869_3.mp4
36687_3,e4af20fc7cfe1796bdfd5f40f044bce4d023bb630c4c6fe6b3eb32a884cdbbe7,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36687_3.mp4
49001_5,7796fb248457b75d1e63714eb412a9a0762c185ef1dfc98729d97da7dfa325a3,train,good_form,0,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49001_5.mp4
46725_1,5796d35ff29b8948fee1cdfdec58b3629e063abb8e7c44e6409c6e5bac5620f0,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46725_1.mp4
46230_1,25370b3abd95342e246dc496d5e069e6fb33a060256531c57bad327eb214d59f,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46230_1.mp4
50591_1,a231ad30b948e31facb1adc84cbd4a83104056e2d0a5af62543941cedab13f9f,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50591_1.mp4
48802_1,b95fab90509652a360e1f3c21e233db9aec04f3329b8f8c268a26fd500bfa91b,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48802_1.mp4
49355_1,d0a1663312692fa099774f86545170435914a2e413054913a37b0501016cadd8,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49355_1.mp4
49596_1,4d7b96baceec568bc7a183dc6b112840429e5b53e04bf1f564f9bfc1db164ada,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49596_1.mp4
49532_1,f674507f1d30b47b0f827159cbb4e10a7aac2dc96271fd87cb585a671ccb3b8a,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49532_1.mp4
47942_2,a2ec224e280c6be62964032b2158eb200a16d36fcd7735bd6e4a28dedc372699,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47942_2.mp4
50280_3,37639eeea5d60ea6a0651c6c8d71c2608f62ff6782f28c32a9ad2adfa194c069,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50280_3.mp4
47570_1,325134d18f8eadafb574daee2f0fa0fdffe8c8a1831a57bb32282d1f54d63e8b,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47570_1.mp4
46506_5,1076b0018b28b7e91c077e2c45b83b66aee4216174d501eb375b7d0f3f165a26,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46506_5.mp4
33827_1,a45cc3d8a605c4fe14d16245b3271158e08f3f1fa2209878a08b8fdfbe278b1f,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33827_1.mp4
50218_1,7be0406ac297aaa848625059a3b0407e40e4167a03922d2890ebdf7495d63ac2,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50218_1.mp4
50471_3,824d27965c1e40d7fce86b6e6baf9a78a0b92e7f5648bf6ad92e4f6093b40b6c,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50471_3.mp4
36138_3,bc45c0a535c8c6a94f3de5e63e100a074288dde24a7172660e1aa9904f5bc2f5,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36138_3.mp4
37286_1,af0aa19a3a1b9cbdf16b77517b42b95be2fcc522d9d38063120c5dbe63a54a50,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37286_1.mp4
49807_1,8a04e3c5f0252ee5376ad76771c64d19dd30fd2278d8e968d231a93af39276c8,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49807_1.mp4
50242_3,a924945a396c8dd8dadd58c4129bcfa1c6aed4f7061558b292f2531b314ff30a,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50242_3.mp4
49161_1,51ee88b1340c352370fcd6e57355a430e3d7bd49a4c063072809766baab19f74,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49161_1.mp4
37423_1,11756329a46d257c8889f17ad6b438a50ae8f9534a4f5a3d63fbfb88291945e9,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37423_1.mp4
45823_6,55065e19f7ee8071a7938bd322f028f2213aa8b507b7af5fe50459fd3d5db15b,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45823_6.mp4
49133_2,146d03458619bdbd56b8518db4afb91ef1462faad2e04b770021fde88d2c025b,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49133_2.mp4
48654_1,db66106d2ae01cdd8fb8f41f31f19045fb9ede29e7f49926d9c25b8f1a1f3c70,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48654_1.mp4
46507_2,414a7882ba9fbf6215c7c96786b0d6a575cb359f2de8107e873ec5866545c9fd,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46507_2.mp4
46341_1,aeba66752e890b69d21525c34dbf9aa1647e1f061b03be333968556491598c8c,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46341_1.mp4
36021_1,efc3cab8f09bd7592d70657ed8875fd41bce9ccc5c7f778c5b8c36fb54ad0409,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36021_1.mp4
50745_1,75c2cd869b8911f73eecdbd5aec14f1c983eef5cbd056cde998b4237b0dcb805,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50745_1.mp4
33417_1,27559e9a3f9457f2c04f896ea3e915bcf0e77c89df0b703fc7ba3e5c838ad7be,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33417_1.mp4
47279_1,57db03303404c8599c062afecd1514af8976529a047f6fdb4865f7c8663669f6,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47279_1.mp4
49769_1,3c5a0ecb273b2f5081573e2372cca4dc7318bceb323750a1678c8a3e0e559a2f,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49769_1.mp4
48484_7,bfa72dfeee9a20516410f3169317f19b69e46597275f5474e0b715953e201571,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48484_7.mp4
36738_3,06a511f49e94df0547990c22da1e3b68b226535e20338700557406916436586a,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36738_3.mp4
37756_1,b66acfbbe7ebae2d057002ce58201b8eefa0f3e0358385d14b9aa3a40c00f9a4,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37756_1.mp4
47315_4,c7def8ce4cf54651fc2e775d6b8179339da9c826b621e417e111870ec4c76a37,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47315_4.mp4
48624_1,2bc4b838f665c0055190fd974c9c8ceeec1e62daa4b2a8d07ddffa86229c9400,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48624_1.mp4
46839_1,12dbb1bc11f62632bd0db6eedf6c1474cb55d74eaa6f513842eb70531ae05c52,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46839_1.mp4
47134_8,bfe9536dd94dfeae56b51174d441c4c499d16250ae359ddff4397a2127521e67,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47134_8.mp4
46286_1,4ac4979ba59356b8d6f1eda7f87fbda2f1e126d54143c188cf5ec52ae1c52726,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46286_1.mp4
46334_2,685d532150bd187f65677801e6b54feb73a7e013727ba77d016aac3899f51c87,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46334_2.mp4
48001_1,5e6ee242deab54d8278449cfffdd453320208bb17b46afda8d8230f419502984,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48001_1.mp4
49155_2,a488ddac40c901d8832fc87f95ba61db298ca9229b57ebbbf477b384c1265e02,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49155_2.mp4
50204_1,9939b03e5ed0f1c25cdbede54fc69aef1682b6ad8c9fa47934a89b26db82ba18,train,posture_fault,1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50204_1.mp4
